Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,,,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State,,
5366,25.31,1559.86,106.14,546.16,771.37,-1.77,-3.62,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.46,%sSafe,,
5367,27.34,1559.86,106.14,546.16,771.3,-1.77,-3.69,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.49,%sSafe,,
5368,30.73,1560,106.14,546.16,771.3,-1.77,-3.69,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.52,%sSafe,,
5369,22.66,1560,106.21,546.16,771.3,-1.77,-3.69,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.54,%sSafe,,
5370,25.78,1560,106.21,546.13,771.35,-1.76,-3.57,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.57,%sSafe,,
5371,29.5,1560,106.21,546.13,771.35,-1.76,-3.57,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.6,%sSafe,,
5372,28.75,1559.99,106.3,546.13,771.35,-1.76,-3.57,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.63,%sSafe,,
5373,27.26,1559.99,106.3,546.17,771.33,-1.76,-3.57,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.66,%sSafe,,
5374,22.71,1559.99,106.3,546.17,771.33,-1.77,-3.57,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.68,%sSafe,,
5375,25.24,1559.99,106.3,546.17,771.33,-1.77,-3.48,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.7,%sSafe,,
5376,23.12,1559.96,106.42,546.17,771.33,-1.77,-3.48,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.73,%sSafe,,
5377,25.45,1559.96,106.42,546.19,771.27,-1.76,-3.48,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.75,%sSafe,,
5378,25.75,1559.96,106.42,546.19,771.27,-1.76,-3.41,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.78,%sSafe,,
5379,27.23,1559.96,106.42,546.19,771.27,-1.76,-3.41,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.8,%sSafe,,
5380,21.28,1559.95,106.49,546.15,771.27,-1.76,-3.41,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.83,%sSafe,,
5381,23.5,1559.95,106.49,546.15,771.26,-1.75,-3.41,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.85,%sSafe,,
5382,25.62,1559.95,106.49,546.15,771.26,-1.75,-3.34,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.88,%sSafe,,
5383,24.64,1560.08,106.5,546.17,771.26,-1.75,-3.34,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.9,%sSafe,,
5384,25.05,1560.08,106.5,546.17,771.29,-1.76,-3.34,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.92,%sSafe,,
5385,27.56,1560.08,106.5,546.17,771.29,-1.76,-3.26,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.95,%sSafe,,
5386,28.89,1559.98,106.44,546.15,771.29,-1.76,-3.26,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12071.98,%sSafe,,
5387,22.13,1559.98,106.44,546.15,771.21,-1.76,-3.26,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12072,%sSafe,,
5388,23.49,1559.98,106.44,546.15,771.21,-1.76,-3.51,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.04,12072.03,%sSafe,,
5389,23.93,1559.98,106.44,546.15,771.21,-1.76,-3.51,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.05,%sSafe,,
5390,25.63,1560,106.5,546.16,771.24,-1.76,-3.51,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.08,%sSafe,,
5391,25.31,1560,106.5,546.16,771.24,-1.76,-3.44,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.1,%sSafe,,
5392,22.97,1560.13,106.5,546.16,771.24,-1.76,-3.44,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.12,%sSafe,,
5393,24.33,1560.13,106.5,546.19,771.24,-1.76,-3.44,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.15,%sSafe,,
5394,23.14,1560.13,106.5,546.19,771.26,-1.76,-3.44,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.17,%sSafe,,
5395,22.77,1560.13,106.5,546.19,771.26,-1.76,-3.5,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.2,%sSafe,,
5396,26.42,1560.05,106.48,546.17,771.27,-1.76,-3.5,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.22,%sSafe,,
5397,27.92,1560.05,106.48,546.17,771.27,-1.75,-3.58,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.25,%sSafe,,
5398,22.91,1560.05,106.48,546.17,771.27,-1.75,-3.58,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.27,%sSafe,,
5399,25.45,1560.05,106.48,546.17,771.27,-1.75,-3.58,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.3,%sSafe,,
5400,28.63,1560.04,106.51,546.17,771.31,-1.75,-3.58,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.33,%sSafe,,
5401,23.11,1560.04,106.51,546.17,771.31,-1.75,-3.53,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.35,%sSafe,,
5402,27.65,1560.04,106.51,546.17,771.31,-1.75,-3.53,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.38,%sSafe,,
5403,24.08,1559.94,106.43,546.17,771.3,-1.75,-3.53,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.4,%sSafe,,
5404,31.43,1559.94,106.43,546.17,771.3,-1.75,-3.53,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.43,%sSafe,,
5405,23.62,1559.94,106.43,546.17,771.3,-1.75,-3.69,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.46,%sSafe,,
5406,26.28,1559.94,106.38,546.17,771.3,-1.75,-3.69,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.48,%sSafe,,
5407,27.81,1559.94,106.38,546.19,771.33,-1.75,-3.69,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.51,%sSafe,,
5408,26.12,1559.94,106.38,546.19,771.33,-1.75,-3.59,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.54,%sSafe,,
5409,26.85,1560.07,106.38,546.19,771.33,-1.75,-3.59,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.56,%sSafe,,
5410,23.95,1560.07,106.3,546.19,771.33,-1.75,-3.59,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.59,%sSafe,,
5411,26.07,1560.07,106.3,546.19,771.37,-1.75,-3.59,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.61,%sSafe,,
5412,24.66,1560.07,106.3,546.19,771.37,-1.75,-3.78,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.64,%sSafe,,
5413,24.37,1560.07,106.3,546.19,771.37,-1.75,-3.78,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.66,%sSafe,,
5414,24.13,1560.12,106.35,546.18,771.43,-1.75,-3.78,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.69,%sSafe,,
5415,24.14,1560.12,106.35,546.18,771.43,-1.75,-3.86,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.71,%sSafe,,
5416,22.23,1560.12,106.35,546.18,771.43,-1.75,-3.86,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.73,%sSafe,,
5417,26.32,1559.91,106.25,546.17,771.43,-1.75,-3.86,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.76,%sSafe,,
5418,28.87,1559.91,106.25,546.17,771.47,-1.75,-4.02,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.79,%sSafe,,
5419,27.23,1559.91,106.25,546.17,771.47,-1.75,-4.02,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.82,%sSafe,,
5420,25.36,1560.08,106.27,546.17,771.47,-1.75,-4.02,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.84,%sSafe,,
5421,24.17,1560.08,106.27,546.21,771.54,-1.75,-4.02,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.86,%sSafe,,
5422,26.82,1560.08,106.27,546.21,771.54,-1.75,-3.84,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.89,%sSafe,,
5423,23.81,1560.14,106.2,546.21,771.54,-1.75,-3.84,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.92,%sSafe,,
5424,26.68,1560.14,106.2,546.2,771.59,-1.75,-3.84,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.94,%sSafe,,
5425,23.93,1560.14,106.2,546.2,771.59,-1.75,-3.84,-10.05,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.97,%sSafe,,
5426,27.27,1560.14,106.2,546.2,771.59,-1.75,-3.8,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12072.99,%sSafe,,
5427,23.48,1560.17,106.15,546.18,771.59,-1.75,-3.8,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.02,%sSafe,,
5428,25.84,1560.17,106.15,546.18,771.57,-1.75,-3.8,-10.04,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.04,%sSafe,,
5429,22.23,1560.17,106.15,546.18,771.57,-1.75,-3.83,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.06,%sSafe,,
5430,22.61,1560.24,106.08,546.18,771.57,-1.75,-3.83,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.09,%sSafe,,
5431,28.96,1560.24,106.08,546.17,771.61,-1.76,-3.83,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.12,%sSafe,,
5432,24.72,1560.24,106.08,546.17,771.61,-1.76,-3.89,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.14,%sSafe,,
5433,26.58,1560.24,106.08,546.17,771.61,-1.76,-3.89,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12073.17,%sSafe,,
5434,25.13,1560.26,106.04,546.19,771.59,-1.76,-3.89,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12073.19,%sSafe,,
5435,24.77,1560.26,106.04,546.19,771.59,-1.76,-3.98,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.04,12073.22,%sSafe,,
5436,25.7,1560.45,106.04,546.19,771.59,-1.76,-3.98,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.24,%sSafe,,
5437,23.77,1560.45,106.09,546.25,771.59,-1.76,-3.98,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.27,%sSafe,,
5438,26.07,1560.45,106.09,546.25,771.57,-1.75,-3.88,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.29,%sSafe,,
5439,28.75,1560.56,106.09,546.25,771.57,-1.75,-3.88,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.32,%sSafe,,
5440,24.39,1560.56,106.07,546.25,771.57,-1.75,-3.88,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.35,%sSafe,,
5441,24.79,1560.56,106.07,546.24,771.53,-1.75,-3.88,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.37,%sSafe,,
5442,23.17,1560.56,106.07,546.24,771.53,-1.75,-4.1,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.39,%sSafe,,
5443,27.74,1560.51,106.01,546.24,771.53,-1.75,-4.1,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.42,%sSafe,,
5444,24.04,1560.51,106.01,546.26,771.49,-1.75,-4.1,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.45,%sSafe,,
5445,26.24,1560.51,106.01,546.26,771.49,-1.75,-4.02,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.05,12073.47,%sSafe,,
5446,23.8,1560.55,106.01,546.26,771.49,-1.75,-4.02,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.5,%sSafe,,
5447,29.19,1560.55,105.97,546.25,771.48,-1.76,-4.02,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.53,%sSafe,,
5448,22.1,1560.55,105.97,546.25,771.48,-1.76,-3.91,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.55,%sSafe,,
5449,25.77,1560.55,105.97,546.25,771.48,-1.76,-3.91,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.57,%sSafe,,
5450,23.18,1560.7,106.07,546.25,771.48,-1.76,-3.91,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.6,%sSafe,,
5451,27.23,1560.7,106.07,546.24,771.49,-1.75,-3.91,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.62,%sSafe,,
5452,23.2,1560.7,106.07,546.24,771.49,-1.75,-3.64,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.65,%sSafe,,
5453,29.34,1560.7,106.07,546.24,771.49,-1.75,-3.64,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.68,%sSafe,,
5454,22.91,1560.65,106.2,546.22,771.47,-1.74,-3.64,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.7,%sSafe,,
5455,28.63,1560.65,106.2,546.22,771.47,-1.74,-3.75,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.73,%sSafe,,
5456,27.5,1560.57,106.2,546.22,771.47,-1.74,-3.75,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.76,%sSafe,,
5457,26.7,1560.57,106.19,546.26,771.38,-1.74,-3.75,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.06,12073.78,%sSafe,,
5458,26.35,1560.57,106.19,546.26,771.38,-1.74,-3.8,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.81,%sSafe,,
5459,23.2,1560.59,106.19,546.26,771.38,-1.74,-3.8,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.83,%sSafe,,
5460,23.75,1560.59,106.19,546.26,771.38,-1.74,-3.8,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.86,%sSafe,,
5461,23.7,1560.59,106.19,546.23,771.39,-1.73,-3.8,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.88,%sSafe,,
5462,25.09,1560.62,106.19,546.23,771.39,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.9,%sSafe,,
5463,26.69,1560.62,106.16,546.23,771.39,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.93,%sSafe,,
5464,23.79,1560.62,106.16,546.23,771.38,-1.74,-3.8,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.07,12073.95,%sSafe,,
5465,25.59,1560.62,106.16,546.23,771.38,-1.74,-3.8,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12073.98,%sSafe,,
5466,24.32,1560.69,106.14,546.21,771.38,-1.74,-3.8,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074,%sSafe,,
5467,25.61,1560.69,106.14,546.21,771.38,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.03,%sSafe,,
5468,21.68,1560.67,106.14,546.21,771.38,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.05,%sSafe,,
5469,24.6,1560.67,106.09,546.21,771.48,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.08,%sSafe,,
5470,21.31,1560.67,106.09,546.21,771.48,-1.73,-3.77,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.1,%sSafe,,
5471,26.8,1560.67,106.09,546.21,771.48,-1.73,-3.61,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.12,%sSafe,,
5472,24.46,1560.68,106.04,546.17,771.48,-1.73,-3.61,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.15,%sSafe,,
5473,25.21,1560.68,106.04,546.17,771.49,-1.74,-3.59,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.17,%sSafe,,
5474,25.68,1560.74,106.04,546.17,771.49,-1.74,-3.59,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.2,%sSafe,,
5475,25.19,1560.74,106.08,546.17,771.49,-1.74,-3.59,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.22,%sSafe,,
5476,19.89,1560.74,106.08,546.14,771.45,-1.74,-3.59,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.24,%sSafe,,
5477,26.32,1560.74,106.08,546.14,771.45,-1.74,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.27,%sSafe,,
5478,26.95,1560.79,106,546.21,771.45,-1.74,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.3,%sSafe,,
5479,24.84,1560.79,106,546.21,771.45,-1.74,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.32,%sSafe,,
5480,22.49,1560.79,106,546.21,771.45,-1.74,-3.64,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.35,%sSafe,,
5481,22.77,1560.84,105.93,546.2,771.46,-1.74,-3.64,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.37,%sSafe,,
5482,24.87,1560.84,105.93,546.2,771.46,-1.75,-3.84,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.39,%sSafe,,
5483,29.23,1561.02,105.93,546.2,771.46,-1.75,-3.84,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.42,%sSafe,,
5484,24.12,1561.02,105.83,546.2,771.46,-1.75,-3.84,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.45,%sSafe,,
5485,24.19,1561.02,105.83,546.15,771.5,-1.75,-3.68,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.08,12074.47,%sSafe,,
5486,25.67,1561.1,105.83,546.15,771.5,-1.75,-3.68,-10.01,0,0,0,0,0,1,1,100,100,0.06,-1.09,12074.5,%sSafe,,
5487,29.08,1561.1,105.87,546.1,771.5,-1.75,-3.68,-10.01,0,0,0,0,0,1,1,100,100,0.06,-1.09,12074.53,%sSafe,,
5488,27.23,1561.1,105.87,546.1,771.55,-1.74,-3.68,-10.01,0,0,0,0,0,1,1,100,100,0.06,-1.09,12074.55,%sSafe,,
5489,26.85,1561.1,105.87,546.1,771.55,-1.74,-3.57,-10.01,0,0,0,0,0,1,1,100,100,0.06,-1.09,12074.58,%sSafe,,
5490,22.21,1561.1,105.87,546.1,771.55,-1.74,-3.57,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.6,%sSafe,,
5491,23.31,1561.11,105.87,546.14,771.55,-1.74,-3.57,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.62,%sSafe,,
5492,21.31,1561.11,105.87,546.14,771.63,-1.75,-3.58,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.65,%sSafe,,
5493,22.61,1561.11,105.87,546.14,771.63,-1.75,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.67,%sSafe,,
5494,27.65,1561.17,105.88,546.14,771.63,-1.75,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.7,%sSafe,,
5495,22.36,1561.17,105.88,546.18,771.66,-1.75,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.72,%sSafe,,
5496,24.81,1561.17,105.88,546.18,771.66,-1.75,-3.58,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.74,%sSafe,,
5497,23.86,1561.17,105.88,546.18,771.66,-1.75,-3.46,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.77,%sSafe,,
5498,21.16,1561.2,105.88,546.18,771.66,-1.75,-3.46,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.79,%sSafe,,
5499,26.04,1561.2,105.96,546.19,771.73,-1.76,-3.46,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.81,%sSafe,,
5500,26.32,1561.2,105.96,546.19,771.73,-1.76,-3.4,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.84,%sSafe,,
5501,25.18,1561.2,105.96,546.19,771.73,-1.76,-3.4,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.87,%sSafe,,
5502,22.82,1561.2,106.06,546.17,771.73,-1.76,-3.4,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.89,%sSafe,,
5503,24.1,1561.2,106.06,546.17,771.68,-1.76,-3.49,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.91,%sSafe,,
5504,24.48,1561.35,106.06,546.17,771.68,-1.76,-3.49,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.94,%sSafe,,
5505,25.8,1561.35,106.1,546.18,771.67,-1.76,-3.49,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.96,%sSafe,,
5506,24.58,1561.35,106.1,546.18,771.67,-1.75,-3.41,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12074.99,%sSafe,,
5507,22.92,1561.35,106.1,546.18,771.67,-1.75,-3.41,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.01,%sSafe,,
5508,24.13,1561.41,106.2,546.17,771.67,-1.75,-3.41,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.04,%sSafe,,
5509,28.21,1561.41,106.2,546.17,771.8,-1.74,-3.41,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.06,%sSafe,,
5510,23.14,1561.41,106.2,546.17,771.8,-1.74,-3.46,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.09,%sSafe,,
5511,24.11,1561.41,106.2,546.17,771.8,-1.74,-3.46,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.11,%sSafe,,
5512,23.12,1561.36,106.2,546.17,771.8,-1.74,-3.46,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.13,%sSafe,,
5513,24.17,1561.36,106.2,546.13,771.73,-1.74,-3.46,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.16,%sSafe,,
5514,30.73,1561.36,106.2,546.13,771.73,-1.74,-3.32,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.09,12075.19,%sSafe,,
5515,22.13,1561.36,106.2,546.13,771.73,-1.74,-3.32,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.21,%sSafe,,
5516,32.34,1561.32,106.2,546.13,771.73,-1.74,-3.32,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.24,%sSafe,,
5517,25.59,1561.32,106.15,546.14,771.73,-1.74,-3.32,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.27,%sSafe,,
5518,28.66,1561.32,106.15,546.14,771.67,-1.74,-3.32,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.3,%sSafe,,
5519,27.13,1561.32,106.15,546.14,771.67,-1.74,-3.2,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.32,%sSafe,,
5520,31.72,1561.32,106.15,546.14,771.67,-1.74,-3.2,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.36,%sSafe,,
5521,27.16,1561.36,106.12,546.14,771.67,-1.74,-3.2,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.38,%sSafe,,
5522,31.71,1561.36,106.12,546.18,771.67,-1.74,-3.2,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.41,%sSafe,,
5523,28.24,1561.36,106.12,546.18,771.62,-1.75,-3.2,-10.03,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.44,%sSafe,,
5524,23.6,1561.36,106.12,546.18,771.62,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.47,%sSafe,,
5525,23.89,1561.36,106.12,546.18,771.62,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.49,%sSafe,,
5526,25.75,1561.36,106.12,546.18,771.62,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.52,%sSafe,,
5527,31.22,1561.46,106.2,546.18,771.62,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.55,%sSafe,,
5528,24.54,1561.46,106.2,546.18,771.62,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.57,%sSafe,,
5529,30.26,1561.46,106.2,546.18,771.6,-1.75,-3.34,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.6,%sSafe,,
5530,29.73,1561.46,106.2,546.18,771.6,-1.75,-3.51,-10.02,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.63,%sSafe,,
5531,22.63,1561.46,106.2,546.18,771.6,-1.75,-3.51,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.65,%sSafe,,
5532,26.65,1561.46,106.2,546.18,771.6,-1.75,-3.51,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.68,%sSafe,,
5533,31.67,1561.4,106.25,546.18,771.6,-1.75,-3.51,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.71,%sSafe,,
5534,24.27,1561.4,106.25,546.2,771.55,-1.75,-3.51,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.74,%sSafe,,
5535,31.32,1561.4,106.25,546.2,771.55,-1.75,-3.53,-10.01,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.77,%sSafe,,
5536,27.72,1561.4,106.25,546.2,771.55,-1.75,-3.53,-10,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.8,%sSafe,,
5537,29.99,1561.4,106.25,546.2,771.55,-1.75,-3.53,-10,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.83,%sSafe,,
5538,24.76,1561.44,106.3,546.2,771.55,-1.75,-3.53,-10,0,0,0,0,0,1,1,100,100,0.05,-1.1,12075.85,%sSafe,,
