Logging,,Pressures (psi),,,,,,,Temperatures (K),,,Valves,,,,,,Force (kg),,Sequence,,,
n,deltaTime,Nitrogen Pressure,Pneumatic Circuit Pressure,Purge Circuit Pressure,Oxidizer Fill Pressure,Oxidizer Tank Pressure,Fuel Tank Pressure,Chamber Pressure 1,Igniter Temperature,Oxidizer Bulkhead Temperature,Fuel Bulkhead Temperature,Nitrogen Purge Valve,Oxidizer Fill Valve,GSE Oxidizer Dump Valve,Tank Oxidizer Dump Valve,Main Oxidizer Valve,Main Fuel Valve,Total Tank Mass,Thrust,System Clock (s),State,,
1273,24.03,1671.16,107.07,544.65,666.17,628.13,618.43,7.6,0,0,0,0,0,1,1,0,0,6.21,-0.03,11963.06,%sOxidizer Fill Confirmation,,
1274,24.74,1671.16,107.07,544.65,666.17,628.13,618.87,7.61,0,0,0,0,0,1,1,0,0,6.21,-0.03,11963.08,%sOxidizer Fill Confirmation,,
1275,26.59,1671.14,107.08,544.65,666.17,628.13,618.87,7.61,0,0,0,0,0,1,1,0,0,6.22,-0.03,11963.11,%sOxidizer Fill Confirmation,,
1276,29.02,1671.14,107.08,544.63,666.48,628.13,618.87,7.61,0,0,0,0,0,1,1,0,0,6.22,-0.03,11963.14,%sOxidizer Fill Confirmation,,
1277,22.01,1671.14,107.08,544.63,666.48,628.54,618.87,7.61,0,0,0,0,0,1,1,0,0,6.22,-0.03,11963.16,%sOxidizer Fill Confirmation,,
1278,25.67,1671.14,107.08,544.63,666.48,628.54,619.29,7.8,0,0,0,0,0,1,1,0,0,6.23,-0.03,11963.18,%sOxidizer Fill Confirmation,,
1279,23.15,1671.03,107.02,544.57,666.48,628.54,619.29,7.8,0,0,0,0,0,1,1,0,0,6.23,-0.03,11963.21,%sOxidizer Fill Confirmation,,
1280,25.89,1671.03,107.02,544.57,666.84,628.54,619.29,7.8,0,0,0,0,0,1,1,0,0,6.23,-0.03,11963.23,%sOxidizer Fill Confirmation,,
1281,28.3,1671.03,107.02,544.57,666.84,629.1,619.29,7.8,0,0,0,0,0,1,1,0,0,6.23,-0.03,11963.26,%sOxidizer Fill Confirmation,,
1282,24.97,1671.03,107.02,544.57,666.84,629.1,619.84,7.94,0,0,0,0,0,1,1,0,0,6.24,-0.03,11963.29,%sOxidizer Fill Confirmation,,
1283,28.42,1671.03,107.01,544.59,666.84,629.1,619.84,7.94,0,0,0,0,0,1,1,0,0,6.24,-0.03,11963.32,%sOxidizer Fill Confirmation,,
1284,23.78,1671.03,107.01,544.59,667.26,629.1,619.84,7.94,0,0,0,0,0,1,1,0,0,6.24,-0.03,11963.34,%sOxidizer Fill Confirmation,,
1285,23.75,1671.03,107.01,544.59,667.26,629.62,620.3,7.94,0,0,0,0,0,1,1,0,0,6.24,-0.03,11963.36,%sOxidizer Fill Confirmation,,
1286,23.61,1671.11,107.01,544.59,667.26,629.62,620.3,7.97,0,0,0,0,0,1,1,0,0,6.25,-0.04,11963.39,%sOxidizer Fill Confirmation,,
1287,24.26,1671.11,107.03,544.61,667.26,629.62,620.3,7.97,0,0,0,0,0,1,1,0,0,6.25,-0.04,11963.41,%sOxidizer Fill Confirmation,,
1288,22.98,1671.11,107.03,544.61,667.65,629.99,620.3,7.97,0,0,0,0,0,1,1,0,0,6.25,-0.04,11963.43,%sOxidizer Fill Confirmation,,
1289,24.41,1671.11,107.03,544.61,667.65,629.99,620.75,7.97,0,0,0,0,0,1,1,0,0,6.25,-0.04,11963.46,%sOxidizer Fill Confirmation,,
1290,22.21,1671.11,107.03,544.61,667.65,629.99,620.75,7.97,0,0,0,0,0,1,1,0,0,6.26,-0.03,11963.48,%sOxidizer Fill Confirmation,,
1291,25.28,1671.04,107,544.54,668.06,629.99,620.75,7.97,0,0,0,0,0,1,1,0,0,6.26,-0.03,11963.51,%sOxidizer Fill Confirmation,,
1292,27.62,1671.04,107,544.54,668.06,630.6,621.39,7.97,0,0,0,0,0,1,1,0,0,6.26,-0.03,11963.53,%sOxidizer Fill Confirmation,,
1293,26.2,1671.04,107,544.54,668.06,630.6,621.39,8.14,0,0,0,0,0,1,1,0,0,6.26,-0.03,11963.56,%sOxidizer Fill Confirmation,,
1294,23.71,1671.04,107,544.54,668.06,630.6,621.39,8.14,0,0,0,0,0,1,1,0,0,6.27,-0.03,11963.58,%sOxidizer Fill Confirmation,,
1295,25.1,1671.04,107.01,544.55,668.46,631.19,621.39,8.14,0,0,0,0,0,1,1,0,0,6.27,-0.03,11963.61,%sOxidizer Fill Confirmation,,
1296,26.42,1671.04,107.01,544.55,668.46,631.19,622.05,8.14,0,0,0,0,0,1,1,0,0,6.27,-0.03,11963.63,%sOxidizer Fill Confirmation,,
1297,25.5,1671.04,107.01,544.55,668.46,631.19,622.05,8.02,0,0,0,0,0,1,1,0,0,6.27,-0.03,11963.66,%sOxidizer Fill Confirmation,,
1298,26.7,1671.03,107.12,544.55,668.46,631.19,622.05,8.02,0,0,0,0,0,1,1,0,0,6.28,-0.03,11963.69,%sOxidizer Fill Confirmation,,
1299,24.85,1671.03,107.12,544.54,668.74,631.46,622.05,8.02,0,0,0,0,0,1,1,0,0,6.28,-0.03,11963.71,%sOxidizer Fill Confirmation,,
1300,26.06,1671.03,107.12,544.54,668.74,631.46,622.52,8.14,0,0,0,0,0,1,1,0,0,6.28,-0.03,11963.74,%sOxidizer Fill Confirmation,,
1301,27.17,1671.03,107.12,544.54,668.74,631.46,622.52,8.14,0,0,0,0,0,1,1,0,0,6.29,-0.02,11963.76,%sOxidizer Fill Confirmation,,
1302,25.65,1670.85,107.12,544.54,668.74,631.46,622.52,8.14,0,0,0,0,0,1,1,0,0,6.29,-0.02,11963.79,%sOxidizer Fill Confirmation,,
1303,21.41,1670.85,107.03,544.5,669,631.88,622.97,8.14,0,0,0,0,0,1,1,0,0,6.29,-0.02,11963.81,%sOxidizer Fill Confirmation,,
1304,25.73,1670.85,107.03,544.5,669,631.88,622.97,8.19,0,0,0,0,0,1,1,0,0,6.29,-0.02,11963.84,%sOxidizer Fill Confirmation,,
1305,29.16,1670.64,107.03,544.5,669,631.88,622.97,8.19,0,0,0,0,0,1,1,0,0,6.31,-0.02,11963.87,%sOxidizer Fill Confirmation,,
1306,23.71,1670.64,107.05,544.46,669,631.88,622.97,8.19,0,0,0,0,0,1,1,0,0,6.31,-0.02,11963.89,%sOxidizer Fill Confirmation,,
1307,26.11,1670.64,107.05,544.46,669.25,632.06,623.24,8.19,0,0,0,0,0,1,1,0,0,6.31,-0.02,11963.92,%sOxidizer Fill Confirmation,,
1308,22.15,1670.64,107.05,544.46,669.25,632.06,623.24,8.15,0,0,0,0,0,1,1,0,0,6.32,-0.02,11963.94,%sOxidizer Fill Confirmation,,
1309,28.63,1670.71,107.05,544.46,669.25,632.06,623.24,8.15,0,0,0,0,0,1,1,0,0,6.32,-0.02,11963.97,%sOxidizer Fill Confirmation,,
1310,24.04,1670.71,107.05,544.46,669.25,632.06,623.24,8.15,0,0,0,0,0,1,1,0,0,6.32,-0.02,11963.99,%sOxidizer Fill Confirmation,,
1311,21.38,1670.71,107.05,544.44,669.51,632.06,623.24,8.15,0,0,0,0,0,1,1,0,0,6.32,-0.02,11964.01,%sOxidizer Fill Confirmation,,
1312,24.61,1670.71,107.05,544.44,669.51,632.4,623.71,8.09,0,0,0,0,0,1,1,0,0,6.32,-0.02,11964.04,%sOxidizer Fill Confirmation,,
1313,27.19,1670.68,107.01,544.44,669.51,632.4,623.71,8.09,0,0,0,0,0,1,1,0,0,6.33,-0.02,11964.06,%sOxidizer Fill Confirmation,,
1314,26.33,1670.68,107.01,544.47,669.51,632.4,623.71,8.09,0,0,0,0,0,1,1,0,0,6.33,-0.02,11964.09,%sOxidizer Fill Confirmation,,
1315,25.7,1670.68,107.01,544.47,669.8,632.87,624,7.9,0,0,0,0,0,1,1,0,0,6.33,-0.02,11964.12,%sOxidizer Fill Confirmation,,
1316,24.14,1670.68,107.01,544.47,669.8,632.87,624,7.9,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.14,%sOxidizer Fill Confirmation,,
1317,29.64,1670.79,107.01,544.47,669.8,632.87,624,7.9,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.17,%sOxidizer Fill Confirmation,,
1318,23.16,1670.79,107.12,544.52,669.8,632.87,624,7.9,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.19,%sOxidizer Fill Confirmation,,
1319,21.18,1670.79,107.12,544.52,670.09,633.28,624,7.9,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.21,%sOxidizer Fill Confirmation,,
1320,25.15,1670.79,107.12,544.52,670.09,633.28,624.21,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.24,%sOxidizer Fill Confirmation,,
1321,40.19,1670.79,107.12,544.52,670.09,633.28,624.21,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.28,%sOxidizer Fill Confirmation,,
1322,25.14,1670.64,107.08,544.52,670.09,633.28,624.21,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.31,%sOxidizer Fill Confirmation,,
1323,33.83,1670.64,107.08,544.52,670.42,633.28,624.21,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.34,%sOxidizer Fill Confirmation,,
1324,27.87,1670.64,107.08,544.52,670.42,633.69,624.21,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.37,%sOxidizer Fill Confirmation,,
1325,25.02,1670.64,107.08,544.52,670.42,633.69,624.69,7.81,0,0,0,0,0,1,1,0,0,6.34,-0.02,11964.39,%sOxidizer Fill Confirmation,,
1326,29.41,1670.64,107.08,544.52,670.42,633.69,624.69,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.42,%sOxidizer Fill Confirmation,,
1327,27.35,1670.46,107.03,544.52,670.42,633.69,624.69,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.45,%sOxidizer Fill Confirmation,,
1328,41.19,1670.46,107.03,544.56,670.42,633.69,624.69,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.49,%sOxidizer Fill Confirmation,,
1329,33.74,1670.46,107.03,544.56,670.71,634.24,624.69,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.52,%sOxidizer Fill Confirmation,,
1330,27.23,1670.46,107.03,544.56,670.71,634.24,624.69,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.55,%sOxidizer Fill Confirmation,,
1331,24.2,1670.46,107.03,544.56,670.71,634.24,625.01,7.71,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.58,%sOxidizer Fill Confirmation,,
1332,28.78,1670.46,107.03,544.56,670.71,634.24,625.01,7.63,0,0,0,0,0,1,1,0,0,6.35,-0.02,11964.6,%sOxidizer Fill Confirmation,,
1333,33.77,1670.46,107.03,544.56,670.71,634.24,625.01,7.63,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.64,%sOxidizer Fill Confirmation,,
1334,25.76,1670.55,107.04,544.64,670.71,634.24,625.01,7.63,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.66,%sOxidizer Fill Confirmation,,
1335,33.12,1670.55,107.04,544.64,670.71,634.24,625.01,7.63,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.7,%sOxidizer Fill Confirmation,,
1336,31.74,1670.55,107.04,544.64,670.96,634.56,625.01,7.63,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.73,%sOxidizer Fill Confirmation,,
1337,29.68,1670.55,107.04,544.64,670.96,634.56,625.31,7.63,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.76,%sOxidizer Fill Confirmation,,
1338,27.12,1670.55,107.04,544.64,670.96,634.56,625.31,7.62,0,0,0,0,0,1,1,0,0,6.37,-0.02,11964.79,%sOxidizer Fill Confirmation,,
1339,26.65,1670.55,107.04,544.64,670.96,634.56,625.31,7.62,0,0,0,0,0,1,1,0,0,6.38,-0.02,11964.81,%sOxidizer Fill Confirmation,,
1340,37.89,1670.69,107.13,544.64,670.96,634.56,625.31,7.62,0,0,0,0,0,1,1,0,0,6.38,-0.02,11964.85,%sOxidizer Fill Confirmation,,
1341,29.79,1670.69,107.13,544.71,670.96,634.56,625.31,7.62,0,0,0,0,0,1,1,0,0,6.38,-0.02,11964.88,%sOxidizer Fill Confirmation,,
1342,30.63,1670.69,107.13,544.71,671.28,634.82,625.31,7.62,0,0,0,0,0,1,1,0,0,6.38,-0.02,11964.91,%sOxidizer Fill Confirmation,,
1343,30.36,1670.69,107.13,544.71,671.28,634.82,625.55,7.62,0,0,0,0,0,1,1,0,0,6.38,-0.02,11964.94,%sOxidizer Fill Confirmation,,
1344,29.22,1670.69,107.13,544.71,671.28,634.82,625.55,7.69,0,0,0,0,0,1,1,0,0,6.38,-0.03,11964.97,%sOxidizer Fill Confirmation,,
1345,33.67,1670.69,107.13,544.71,671.28,634.82,625.55,7.69,0,0,0,0,0,1,1,0,0,6.39,-0.03,11965,%sOxidizer Fill Confirmation,,
1346,27.61,1670.59,107.01,544.7,671.28,634.82,625.55,7.69,0,0,0,0,0,1,1,0,0,6.39,-0.03,11965.03,%sOxidizer Fill Confirmation,,
1347,32.52,1670.59,107.01,544.7,671.66,634.82,625.55,7.69,0,0,0,0,0,1,1,0,0,6.39,-0.03,11965.06,%sOxidizer Fill Confirmation,,
1348,29.67,1670.59,107.01,544.7,671.66,635.41,625.55,7.69,0,0,0,0,0,1,1,0,0,6.39,-0.03,11965.09,%sOxidizer Fill Confirmation,,
1349,34.2,1670.59,107.01,544.7,671.66,635.41,625.96,7.67,0,0,0,0,0,1,1,0,0,6.39,-0.03,11965.13,%sOxidizer Fill Confirmation,,
1350,36.91,1670.59,107.01,544.7,671.66,635.41,625.96,7.67,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.16,%sOxidizer Fill Confirmation,,
1351,28.5,1670.79,107.04,544.7,671.66,635.41,625.96,7.67,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.19,%sOxidizer Fill Confirmation,,
1352,29.6,1670.79,107.04,544.7,671.66,635.41,625.96,7.67,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.22,%sOxidizer Fill Confirmation,,
1353,29.49,1670.79,107.04,544.7,672.07,635.87,625.96,7.67,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.25,%sOxidizer Fill Confirmation,,
1354,25.34,1670.79,107.04,544.7,672.07,635.87,626.53,7.67,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.28,%sOxidizer Fill Confirmation,,
1355,28.22,1670.79,107.04,544.7,672.07,635.87,626.53,7.68,0,0,0,0,0,1,1,0,0,6.4,-0.03,11965.31,%sOxidizer Fill Confirmation,,
1356,27.63,1670.88,107.08,544.7,672.07,635.87,626.53,7.68,0,0,0,0,0,1,1,0,0,6.41,-0.03,11965.33,%sOxidizer Fill Confirmation,,
1357,32.6,1670.88,107.08,544.75,672.07,635.87,626.53,7.68,0,0,0,0,0,1,1,0,0,6.41,-0.03,11965.37,%sOxidizer Fill Confirmation,,
1358,27.52,1670.88,107.08,544.75,672.53,636.57,627.2,7.68,0,0,0,0,0,1,1,0,0,6.41,-0.03,11965.39,%sOxidizer Fill Confirmation,,
1359,29.29,1670.88,107.08,544.75,672.53,636.57,627.2,7.68,0,0,0,0,0,1,1,0,0,6.41,-0.03,11965.42,%sOxidizer Fill Confirmation,,
1360,28.59,1670.88,107.08,544.75,672.53,636.57,627.2,7.63,0,0,0,0,0,1,1,0,0,6.41,-0.03,11965.45,%sOxidizer Fill Confirmation,,
1361,24.95,1670.88,107.01,544.75,672.53,636.57,627.2,7.63,0,0,0,0,0,1,1,0,0,6.43,-0.03,11965.48,%sOxidizer Fill Confirmation,,
1362,27.68,1670.88,107.01,544.79,672.53,636.57,627.2,7.63,0,0,0,0,0,1,1,0,0,6.43,-0.03,11965.5,%sOxidizer Fill Confirmation,,
1363,30.41,1670.88,107.01,544.79,673.02,637.26,627.2,7.63,0,0,0,0,0,1,1,0,0,6.43,-0.03,11965.53,%sOxidizer Fill Confirmation,,
1364,28.36,1670.88,107.01,544.79,673.02,637.26,627.75,7.68,0,0,0,0,0,1,1,0,0,6.43,-0.03,11965.56,%sOxidizer Fill Confirmation,,
1365,23.03,1670.88,107.01,544.79,673.02,637.26,627.75,7.68,0,0,0,0,0,1,1,0,0,6.43,-0.04,11965.59,%sOxidizer Fill Confirmation,,
1366,25.56,1670.88,107.01,544.79,673.02,637.26,627.75,7.68,0,0,0,0,0,1,1,0,0,6.45,-0.04,11965.61,%sOxidizer Fill Confirmation,,
1367,24.93,1670.88,107.09,544.83,673.52,637.26,627.75,7.68,0,0,0,0,0,1,1,0,0,6.45,-0.04,11965.64,%sOxidizer Fill Confirmation,,
1368,29.81,1670.88,107.09,544.83,673.52,637.99,628.54,7.68,0,0,0,0,0,1,1,0,0,6.45,-0.04,11965.67,%sOxidizer Fill Confirmation,,
1369,22.68,1670.88,107.09,544.83,673.52,637.99,628.54,7.68,0,0,0,0,0,1,1,0,0,6.45,-0.04,11965.69,%sOxidizer Fill Confirmation,,
1370,28.51,1670.88,107.09,544.83,673.52,637.99,628.54,7.79,0,0,0,0,0,1,1,0,0,6.45,-0.04,11965.72,%sOxidizer Fill Confirmation,,
1371,23.77,1670.81,107.01,544.83,673.52,637.99,628.54,7.79,0,0,0,0,0,1,1,0,0,6.46,-0.04,11965.74,%sOxidizer Fill Confirmation,,
1372,30.69,1670.81,107.01,544.76,673.52,637.99,628.54,7.79,0,0,0,0,0,1,1,0,0,6.46,-0.04,11965.77,%sOxidizer Fill Confirmation,,
1373,24.06,1670.81,107.01,544.76,674.05,638.39,628.54,7.79,0,0,0,0,0,1,1,0,0,6.46,-0.04,11965.8,%sOxidizer Fill Confirmation,,
1374,24.62,1670.81,107.01,544.76,674.05,638.39,629.13,7.79,0,0,0,0,0,1,1,0,0,6.46,-0.04,11965.82,%sOxidizer Fill Confirmation,,
1375,25.54,1670.81,107.01,544.76,674.05,638.39,629.13,7.79,0,0,0,0,0,1,1,0,0,6.48,-0.04,11965.85,%sOxidizer Fill Confirmation,,
1376,29.58,1670.93,107,544.75,674.05,638.39,629.13,7.79,0,0,0,0,0,1,1,0,0,6.48,-0.04,11965.88,%sOxidizer Fill Confirmation,,
1377,27.58,1670.93,107,544.75,674.54,638.87,629.13,7.79,0,0,0,0,0,1,1,0,0,6.48,-0.04,11965.9,%sOxidizer Fill Confirmation,,
1378,27.95,1670.93,107,544.75,674.54,638.87,629.63,7.89,0,0,0,0,0,1,1,0,0,6.48,-0.04,11965.93,%sOxidizer Fill Confirmation,,
1379,26.29,1670.93,107,544.75,674.54,638.87,629.63,7.89,0,0,0,0,0,1,1,0,0,6.48,-0.04,11965.96,%sOxidizer Fill Confirmation,,
1380,29.61,1671.06,106.94,544.75,674.54,638.87,629.63,7.89,0,0,0,0,0,1,1,0,0,6.5,-0.04,11965.99,%sOxidizer Fill Confirmation,,
1381,29.24,1671.06,106.94,544.7,674.54,638.87,629.63,7.89,0,0,0,0,0,1,1,0,0,6.5,-0.04,11966.02,%sOxidizer Fill Confirmation,,
1382,23.23,1671.06,106.94,544.7,675.06,639.26,629.63,7.89,0,0,0,0,0,1,1,0,0,6.5,-0.04,11966.04,%sOxidizer Fill Confirmation,,
1383,26.08,1671.06,106.94,544.7,675.06,639.26,630.13,7.9,0,0,0,0,0,1,1,0,0,6.52,-0.03,11966.07,%sOxidizer Fill Confirmation,,
1384,28.69,1671.24,106.99,544.7,675.06,639.26,630.13,7.9,0,0,0,0,0,1,1,0,0,6.52,-0.03,11966.09,%sOxidizer Fill Confirmation,,
1385,26.72,1671.24,106.99,544.64,675.46,639.6,630.13,7.9,0,0,0,0,0,1,1,0,0,6.52,-0.03,11966.12,%sOxidizer Fill Confirmation,,
1386,24.46,1671.24,106.99,544.64,675.46,639.6,630.5,7.7,0,0,0,0,0,1,1,0,0,6.52,-0.03,11966.14,%sOxidizer Fill Confirmation,,
1387,23.8,1671.24,106.99,544.64,675.46,639.6,630.5,7.7,0,0,0,0,0,1,1,0,0,6.52,-0.03,11966.17,%sOxidizer Fill Confirmation,,
1388,23.18,1671.23,106.99,544.64,675.46,639.6,630.5,7.7,0,0,0,0,0,1,1,0,0,6.53,-0.03,11966.19,%sOxidizer Fill Confirmation,,
1389,26.65,1671.23,106.9,544.55,675.46,639.6,630.5,7.7,0,0,0,0,0,1,1,0,0,6.53,-0.03,11966.22,%sOxidizer Fill Confirmation,,
1390,25.75,1671.23,106.9,544.55,675.85,640.15,630.5,7.7,0,0,0,0,0,1,1,0,0,6.53,-0.03,11966.24,%sOxidizer Fill Confirmation,,
1391,23.5,1671.23,106.9,544.55,675.85,640.15,631.27,7.7,0,0,0,0,0,1,1,0,0,6.53,-0.03,11966.27,%sOxidizer Fill Confirmation,,
1392,25.2,1671.23,106.9,544.55,675.85,640.15,631.27,7.89,0,0,0,0,0,1,1,0,0,6.53,-0.03,11966.29,%sOxidizer Fill Confirmation,,
1393,27.75,1671.43,106.92,544.55,675.85,640.15,631.27,7.89,0,0,0,0,0,1,1,0,0,6.55,-0.03,11966.32,%sOxidizer Fill Confirmation,,
1394,24.46,1671.43,106.92,544.58,676.28,640.15,631.27,7.89,0,0,0,0,0,1,1,0,0,6.55,-0.03,11966.35,%sOxidizer Fill Confirmation,,
1395,29.71,1671.43,106.92,544.58,676.28,640.53,631.84,7.89,0,0,0,0,0,1,1,0,0,6.55,-0.03,11966.37,%sOxidizer Fill Confirmation,,
1396,22.63,1671.43,106.92,544.58,676.28,640.53,631.84,7.87,0,0,0,0,0,1,1,0,0,6.55,-0.02,11966.4,%sOxidizer Fill Confirmation,,
1397,24.16,1671.44,106.91,544.6,676.28,640.53,631.84,7.87,0,0,0,0,0,1,1,0,0,6.57,-0.02,11966.42,%sOxidizer Fill Confirmation,,
1398,30.05,1671.44,106.91,544.6,676.71,641.05,631.84,7.87,0,0,0,0,0,1,1,0,0,6.57,-0.02,11966.45,%sOxidizer Fill Confirmation,,
1399,23.6,1671.44,106.91,544.6,676.71,641.05,632.3,7.87,0,0,0,0,0,1,1,0,0,6.57,-0.02,11966.48,%sOxidizer Fill Confirmation,,
1400,25.91,1671.44,106.91,544.6,676.71,641.05,632.3,7.79,0,0,0,0,0,1,1,0,0,6.58,-0.02,11966.5,%sOxidizer Fill Confirmation,,
1401,23.98,1671.48,106.79,544.55,676.71,641.05,632.3,7.79,0,0,0,0,0,1,1,0,0,6.58,-0.02,11966.53,%sOxidizer Fill Confirmation,,
1402,30.28,1671.48,106.79,544.55,677.06,641.32,632.3,7.79,0,0,0,0,0,1,1,0,0,6.58,-0.02,11966.56,%sOxidizer Fill Confirmation,,
1403,28.76,1671.48,106.79,544.55,677.06,641.32,632.74,7.79,0,0,0,0,0,1,1,0,0,6.58,-0.02,11966.58,%sOxidizer Fill Confirmation,,
1404,26.86,1671.48,106.79,544.55,677.06,641.32,632.74,7.98,0,0,0,0,0,1,1,0,0,6.59,-0.02,11966.61,%sOxidizer Fill Confirmation,,
1405,22.2,1671.5,106.84,544.55,677.06,641.32,632.74,7.98,0,0,0,0,0,1,1,0,0,6.59,-0.02,11966.63,%sOxidizer Fill Confirmation,,
1406,27.36,1671.5,106.84,544.54,677.48,641.32,632.74,7.98,0,0,0,0,0,1,1,0,0,6.59,-0.02,11966.66,%sOxidizer Fill Confirmation,,
1407,23.23,1671.5,106.84,544.54,677.48,641.68,632.74,7.98,0,0,0,0,0,1,1,0,0,6.59,-0.02,11966.68,%sOxidizer Fill Confirmation,,
1408,24.85,1671.32,106.84,544.54,677.48,641.68,633.15,7.98,0,0,0,0,0,1,1,0,0,6.6,-0.02,11966.71,%sOxidizer Fill Confirmation,,
1409,29.23,1671.32,106.8,544.51,677.48,641.68,633.15,7.98,0,0,0,0,0,1,1,0,0,6.6,-0.02,11966.74,%sOxidizer Fill Confirmation,,
1410,25.89,1671.32,106.8,544.51,677.91,642.14,633.15,7.98,0,0,0,0,0,1,1,0,0,6.6,-0.02,11966.76,%sOxidizer Fill Confirmation,,
1411,24.73,1671.32,106.8,544.51,677.91,642.14,633.6,7.98,0,0,0,0,0,1,1,0,0,6.6,-0.02,11966.79,%sOxidizer Fill Confirmation,,
1412,23.17,1671.25,106.82,544.51,677.91,642.14,633.6,8.07,0,0,0,0,0,1,1,0,0,6.62,-0.02,11966.81,%sOxidizer Fill Confirmation,,
1413,25.89,1671.25,106.82,544.51,677.91,642.14,633.6,8.07,0,0,0,0,0,1,1,0,0,6.62,-0.02,11966.84,%sOxidizer Fill Confirmation,,
1414,30.29,1671.25,106.82,544.51,678.25,642.59,633.6,8.07,0,0,0,0,0,1,1,0,0,6.62,-0.02,11966.87,%sOxidizer Fill Confirmation,,
1415,23.68,1671.24,106.82,544.51,678.25,642.59,634.03,8.01,0,0,0,0,0,1,1,0,0,6.63,-0.02,11966.89,%sOxidizer Fill Confirmation,,
1416,27.79,1671.24,106.86,544.51,678.25,642.59,634.03,8.01,0,0,0,0,0,1,1,0,0,6.63,-0.02,11966.92,%sOxidizer Fill Confirmation,,
1417,24.79,1671.24,106.86,544.51,678.55,642.59,634.03,8.01,0,0,0,0,0,1,1,0,0,6.63,-0.02,11966.94,%sOxidizer Fill Confirmation,,
1418,24.81,1671.24,106.86,544.51,678.55,643,634.43,8.02,0,0,0,0,0,1,1,0,0,6.63,-0.02,11966.97,%sOxidizer Fill Confirmation,,
1419,25.2,1671.25,106.83,544.51,678.55,643,634.43,8.02,0,0,0,0,0,1,1,0,0,6.64,-0.01,11966.99,%sOxidizer Fill Confirmation,,
1420,25.71,1671.25,106.83,544.52,678.95,643.55,634.43,8.02,0,0,0,0,0,1,1,0,0,6.64,-0.01,11967.02,%sOxidizer Fill Confirmation,,
1421,23.77,1671.25,106.83,544.52,678.95,643.55,634.88,8.02,0,0,0,0,0,1,1,0,0,6.64,-0.01,11967.04,%sOxidizer Fill Confirmation,,
1422,27.9,1671.25,106.83,544.52,678.95,643.55,634.88,8.02,0,0,0,0,0,1,1,0,0,6.64,-0.01,11967.07,%sOxidizer Fill Confirmation,,
1423,26.49,1671.18,106.82,544.57,678.95,643.55,634.88,8.02,0,0,0,0,0,1,1,0,0,6.65,-0.01,11967.1,%sOxidizer Fill Confirmation,,
1424,26.92,1671.18,106.82,544.57,679.39,644.13,634.88,8.02,0,0,0,0,0,1,1,0,0,6.65,-0.01,11967.13,%sOxidizer Fill Confirmation,,
1425,24.26,1671.18,106.82,544.57,679.39,644.13,635.29,8.09,0,0,0,0,0,1,1,0,0,6.65,-0.01,11967.15,%sOxidizer Fill Confirmation,,
1426,23.27,1671.18,106.82,544.57,679.39,644.13,635.29,8.09,0,0,0,0,0,1,1,0,0,6.65,-0.01,11967.17,%sOxidizer Fill Confirmation,,
1427,22.16,1671.26,106.79,544.64,679.39,644.13,635.29,8.09,0,0,0,0,0,1,1,0,0,6.66,-0.01,11967.19,%sOxidizer Fill Confirmation,,
1428,22.7,1671.26,106.79,544.64,679.77,644.47,635.37,8.09,0,0,0,0,0,1,1,0,0,6.66,-0.01,11967.22,%sOxidizer Fill Confirmation,,
1429,23.76,1671.26,106.79,544.64,679.77,644.47,635.37,7.83,0,0,0,0,0,1,1,0,0,6.66,-0.02,11967.24,%sOxidizer Fill Confirmation,,
1430,27.79,1671.26,106.79,544.64,679.77,644.47,635.37,7.83,0,0,0,0,0,1,1,0,0,6.67,-0.02,11967.27,%sOxidizer Fill Confirmation,,
1431,25.2,1671.19,106.77,544.65,679.77,644.47,635.37,7.83,0,0,0,0,0,1,1,0,0,6.67,-0.02,11967.29,%sOxidizer Fill Confirmation,,
